anxiety_level,self_esteem,mental_health_history,depression,headache,blood_pressure,sleep_quality,breathing_problem,noise_level,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,bullying,target,mental_health_score,physical_score,environment_score,social_score
21,4,1,22,3,3,1,3,3,2,2,1,1,5,1,5,1,4,5,4,2,12.0,2.5,2.0,3.5
5,25,0,3,1,2,4,2,2,4,4,4,4,1,4,1,3,2,1,1,0,8.25,2.25,3.5,1.75
18,7,1,25,4,3,1,3,3,2,1,2,2,4,1,5,1,4,4,4,2,12.75,2.75,2.0,3.25
7,25,0,3,1,2,4,2,2,4,5,4,4,2,5,1,3,1,1,1,0,8.75,2.25,3.75,1.5
7,26,0,8,1,2,4,1,1,3,4,5,5,2,5,1,3,2,2,1,0,10.25,2.0,3.25,2.0
5,25,0,6,1,2,5,1,1,3,5,4,4,1,4,1,3,1,1,1,0,9.0,2.25,3.25,1.5
10,20,0,14,2,1,3,2,2,2,2,2,2,3,2,3,3,2,2,3,1,11.0,2.0,2.0,2.5
19,5,1,24,3,3,1,4,3,1,1,2,1,3,1,4,1,5,5,5,2,12.25,2.75,1.75,4.0
9,20,1,9,3,1,2,4,2,2,3,2,2,3,3,2,3,2,2,3,1,9.75,2.5,2.25,2.5
8,29,0,1,1,2,5,1,2,4,4,4,5,1,4,1,3,2,1,1,0,9.5,2.25,3.5,1.75
17,12,1,27,4,3,1,4,4,2,2,2,1,5,1,4,1,4,4,4,2,14.25,3.0,2.5,3.25
20,11,1,22,3,3,1,4,4,2,2,2,2,3,1,5,1,5,4,5,2,13.5,2.75,2.5,3.75
13,24,0,14,2,1,2,4,3,3,3,3,2,3,2,2,2,2,2,3,1,12.75,2.25,3.0,2.25
11,20,0,11,3,1,2,4,2,2,3,2,3,3,2,2,2,2,3,2,1,10.5,2.5,2.25,2.25
11,21,0,10,3,1,3,4,3,2,2,3,2,2,2,2,3,2,3,3,1,10.5,2.75,2.5,2.75
2,27,0,7,1,2,4,1,1,4,4,5,4,1,5,1,3,1,1,1,0,9.0,2.0,3.5,1.5
6,16,1,11,3,3,3,0,5,0,3,5,5,4,4,1,1,2,4,0,0,8.5,2.25,3.25,1.75
17,4,1,19,3,3,1,5,5,2,2,2,2,3,1,5,1,4,5,5,2,10.25,3.0,2.75,3.75
10,24,1,10,3,1,3,2,3,2,3,3,3,2,2,2,2,2,2,3,1,11.25,2.25,2.75,2.25
18,2,1,15,4,3,1,3,3,1,1,2,2,4,2,5,1,4,4,4,2,9.0,2.75,1.75,3.25
17,14,1,21,4,3,1,5,5,2,1,2,2,4,1,4,1,4,5,4,2,13.25,3.25,2.5,3.5
14,23,1,14,2,1,2,4,3,3,3,2,2,2,2,2,3,3,3,2,1,13.0,2.25,2.75,2.75
20,1,1,18,5,3,1,5,3,2,2,1,2,4,1,5,1,5,4,4,2,10.0,3.5,2.0,3.5
1,20,0,19,2,3,2,5,2,4,1,3,4,3,3,1,1,5,2,1,0,10.0,3.0,2.5,2.25
1,27,0,0,3,3,1,5,4,3,0,0,2,2,1,3,1,5,5,5,2,7.0,3.0,1.75,4.0
13,22,1,14,3,1,2,4,3,3,2,3,3,2,2,3,3,2,3,2,1,12.5,2.5,2.75,2.5
21,7,1,25,5,3,1,3,3,2,2,1,2,3,1,4,1,5,4,4,2,13.5,3.0,2.0,3.5
21,13,1,27,5,3,1,5,5,2,2,2,1,3,1,5,1,4,5,4,2,15.5,3.5,2.75,3.5
13,17,1,10,2,1,2,4,2,3,3,2,2,2,3,3,2,2,2,3,1,10.25,2.25,2.5,2.25
18,10,1,25,3,3,1,3,3,2,1,1,1,5,2,5,1,5,5,4,2,13.5,2.5,1.75,3.75
11,16,0,14,3,1,2,2,3,2,3,3,3,2,3,3,3,2,3,3,1,10.25,2.0,2.75,2.75
15,13,1,17,5,3,1,4,4,1,2,1,2,5,1,4,1,5,4,4,2,11.5,3.25,2.0,3.5
4,21,1,5,0,3,1,0,3,2,1,0,4,1,1,0,0,1,4,5,1,7.75,1.0,1.5,2.5
21,30,0,0,3,3,0,5,4,1,4,3,4,3,3,3,1,3,3,1,0,12.75,2.75,3.0,2.0
14,15,0,10,2,1,2,4,2,3,2,2,2,3,2,3,2,3,3,2,1,9.75,2.25,2.25,2.5
11,8,0,3,2,3,3,1,1,2,0,4,3,1,0,2,0,5,1,2,2,5.5,2.25,1.75,2.0
0,26,0,4,1,2,5,2,2,3,4,4,5,1,5,1,3,1,1,1,0,7.5,2.5,3.25,1.5
11,25,1,10,2,1,3,2,2,2,3,2,3,3,3,3,3,2,2,2,1,11.75,2.0,2.25,2.25
17,2,1,17,4,3,1,3,5,1,2,2,2,4,1,5,1,5,4,4,2,9.25,2.75,2.5,3.5
15,8,1,19,4,3,1,4,4,2,1,2,1,3,2,5,1,5,5,5,2,10.75,3.0,2.25,4.0
9,17,1,14,3,1,2,2,3,2,3,2,3,2,3,2,2,3,2,2,1,10.25,2.0,2.5,2.25
6,30,0,4,1,2,4,2,1,4,4,5,4,2,5,1,3,2,2,1,0,10.0,2.25,3.5,2.0
15,13,1,22,5,3,1,3,4,1,1,1,2,4,1,4,1,5,4,4,2,12.75,3.0,1.75,3.5
1,27,0,2,1,2,5,1,2,3,4,5,5,1,5,1,3,2,2,1,0,7.5,2.25,3.5,2.0
9,23,1,13,3,1,3,4,3,3,2,2,3,3,3,2,2,3,2,3,1,11.5,2.75,2.5,2.5
12,5,0,24,0,3,4,5,4,5,5,3,5,2,0,2,0,4,3,5,1,10.25,3.0,4.25,3.0
16,14,1,18,4,3,1,5,5,1,1,2,2,3,1,4,1,5,4,4,2,12.25,3.25,2.25,3.5
1,30,0,3,1,2,4,1,2,3,5,5,5,1,5,1,3,1,2,1,0,8.5,2.0,3.75,1.75
12,16,0,10,3,1,3,2,3,3,3,3,3,3,2,2,3,3,2,2,1,9.5,2.25,3.0,2.5
18,6,1,22,3,3,1,5,3,2,2,1,1,3,2,4,1,5,4,4,2,11.75,3.0,2.0,3.5
19,23,0,3,4,3,5,3,1,5,5,3,2,3,1,5,0,1,0,4,1,11.25,3.75,3.5,1.25
4,26,0,5,1,2,5,2,2,4,5,4,4,1,5,1,3,2,2,1,0,8.75,2.5,3.75,2.0
7,27,0,7,1,2,4,2,2,4,5,4,5,1,5,1,3,1,1,1,0,10.25,2.25,3.75,1.5
16,6,1,19,3,3,1,4,3,1,2,2,2,3,1,5,1,5,4,4,2,10.5,2.75,2.0,3.5
9,15,0,14,3,1,3,4,2,2,2,2,2,3,2,3,2,3,2,3,1,9.5,2.75,2.0,2.5
2,11,1,15,2,3,4,5,0,4,5,3,4,0,3,4,1,1,1,4,2,7.25,3.5,3.0,1.75
11,5,1,10,2,3,5,5,1,1,5,0,2,4,1,1,1,3,4,4,1,6.75,3.75,1.75,3.0
19,27,0,3,5,3,5,0,5,5,2,5,0,1,2,1,0,4,3,4,1,12.25,3.25,4.25,2.75
0,25,0,1,1,2,4,2,2,4,4,5,4,1,4,1,3,2,1,1,0,6.5,2.25,3.75,1.75
10,24,0,15,5,3,0,4,3,2,5,2,2,0,3,4,1,1,1,2,2,12.25,3.0,3.0,1.25
4,28,0,0,1,2,5,2,1,3,4,5,5,1,4,1,3,2,1,1,0,8.0,2.5,3.25,1.75
10,20,1,14,3,1,2,4,3,2,2,2,3,2,2,2,3,2,3,3,1,11.25,2.5,2.25,2.75
1,28,0,8,1,2,5,2,2,3,4,5,4,1,5,1,3,1,1,1,0,9.25,2.5,3.5,1.5
5,9,1,6,4,3,5,3,4,0,3,2,0,0,2,5,0,3,4,0,1,5.25,3.75,2.25,1.75
19,3,1,24,3,3,1,4,5,1,1,2,2,5,1,4,1,4,4,5,2,11.75,2.75,2.25,3.5
21,0,1,17,4,3,1,3,4,1,2,2,1,4,2,5,1,5,4,5,2,9.75,2.75,2.25,3.75
13,15,0,13,3,1,3,4,3,2,3,2,3,3,3,2,2,3,3,3,1,10.25,2.75,2.5,2.75
9,22,1,13,2,1,2,2,3,3,3,2,3,2,3,2,3,3,2,3,1,11.25,1.75,2.75,2.75
19,6,1,24,4,3,1,3,4,2,1,1,1,3,1,4,1,4,4,5,2,12.5,2.75,2.0,3.5
16,12,1,24,5,3,1,5,3,1,2,2,2,3,2,4,1,5,4,4,2,13.25,3.5,2.0,3.5
6,19,0,14,2,3,4,4,1,2,2,2,4,3,2,5,0,1,3,5,1,9.75,3.25,1.75,2.25
16,10,1,25,3,3,1,5,4,2,2,2,2,5,1,5,1,5,4,5,2,13.0,3.0,2.5,3.75
11,18,1,10,2,1,3,2,2,3,2,2,3,2,2,3,3,2,3,3,1,10.0,2.0,2.25,2.75
15,7,1,25,3,3,1,5,5,2,1,2,1,5,1,5,1,4,5,5,2,12.0,3.0,2.5,3.75
14,21,0,14,3,1,2,2,2,2,2,2,2,3,2,3,3,2,2,3,1,12.25,2.0,2.0,2.5
21,15,1,26,4,3,1,5,4,1,1,2,2,5,1,4,1,5,4,5,2,15.75,3.25,2.0,3.75
18,12,1,23,5,3,1,3,4,2,2,1,1,3,1,4,1,4,5,5,2,13.5,3.0,2.25,3.75
3,28,0,1,1,2,4,1,2,4,5,5,4,2,4,1,3,1,2,1,0,8.0,2.0,4.0,1.75
2,15,1,17,0,3,5,4,3,0,4,0,2,0,0,0,1,3,0,5,0,8.75,3.0,1.75,2.25
2,9,1,26,4,3,4,1,2,2,5,3,4,5,0,4,1,4,3,0,2,9.5,3.0,3.0,2.0
4,8,0,12,1,3,4,5,4,2,2,2,1,1,4,2,1,0,4,5,2,6.0,3.25,2.5,2.5
6,28,0,1,1,2,5,1,2,4,5,5,4,2,4,1,3,2,2,1,0,8.75,2.25,4.0,2.0
16,11,1,16,1,3,5,0,5,1,2,1,1,5,4,3,1,2,2,3,0,11.0,2.25,2.25,2.0
21,7,1,9,5,3,3,0,0,0,1,1,2,0,3,5,1,5,0,0,0,9.5,2.75,0.5,1.5
7,2,1,1,5,3,5,4,0,1,3,3,2,2,3,2,0,5,2,4,2,2.75,4.25,1.75,2.75
1,25,0,6,1,2,5,2,1,4,4,5,4,2,4,1,3,2,2,1,0,8.0,2.5,3.5,2.0
9,24,0,13,2,1,2,4,3,2,2,3,2,3,3,3,2,2,2,3,1,11.5,2.25,2.5,2.25
21,11,1,22,4,3,1,4,5,2,1,1,2,3,1,5,1,5,4,5,2,13.75,3.0,2.25,3.75
16,28,0,7,2,3,5,1,3,2,4,3,4,3,1,2,1,5,0,5,1,12.75,2.75,3.0,2.75
9,17,0,14,3,1,3,2,3,3,2,3,2,3,2,2,2,3,3,2,1,10.0,2.25,2.75,2.5
5,25,0,7,1,2,5,2,2,3,4,5,4,1,5,1,3,2,1,1,0,9.25,2.5,3.5,1.75
19,9,1,16,5,3,1,3,5,1,2,2,2,3,2,4,1,4,4,4,2,11.25,3.0,2.5,3.25
19,1,1,18,4,3,1,5,4,2,2,1,2,5,1,5,1,5,4,5,2,9.75,3.25,2.25,3.75
16,11,1,18,4,3,1,4,5,2,1,1,1,5,2,4,1,5,5,4,2,11.5,3.0,2.25,3.75
13,21,1,14,3,1,2,2,3,2,2,3,3,2,3,2,3,3,3,2,1,12.25,2.0,2.5,2.75
12,24,1,14,3,1,3,2,3,3,2,2,2,3,2,3,3,3,2,2,1,12.75,2.25,2.5,2.5
21,11,1,26,5,3,1,4,3,1,2,2,2,4,2,4,1,5,4,5,2,14.75,3.25,2.0,3.75
8,6,0,10,5,3,2,2,4,5,4,0,3,2,3,4,0,4,3,4,0,6.0,3.0,3.25,2.75
6,25,0,7,1,2,4,1,1,4,5,5,5,1,4,1,3,1,2,1,0,9.5,2.0,3.75,1.75
17,13,1,23,3,3,1,3,5,1,2,2,1,3,2,4,1,4,4,5,2,13.5,2.5,2.5,3.5
13,6,0,26,1,3,0,4,0,3,3,5,1,1,1,5,1,0,5,5,0,11.25,2.0,2.75,2.75
15,13,1,18,3,3,1,4,3,1,1,1,2,3,1,4,1,5,4,4,2,11.75,2.75,1.5,3.5
8,28,0,4,1,2,4,2,1,3,4,5,5,2,5,1,3,2,2,1,0,10.0,2.25,3.25,2.0
9,23,0,11,2,1,3,4,3,2,3,2,2,2,2,3,2,2,3,3,1,10.75,2.5,2.5,2.5
10,20,1,9,3,1,2,4,2,3,2,2,2,2,2,2,3,3,3,3,1,10.0,2.5,2.25,3.0
12,25,1,9,2,1,2,2,3,2,3,2,2,3,2,2,3,3,3,2,1,11.75,1.75,2.5,2.75
18,6,1,18,3,3,1,5,3,1,1,1,1,5,2,5,1,4,5,5,2,10.75,3.0,1.5,3.75
1,29,0,2,1,2,5,1,2,3,4,5,4,2,4,1,3,2,1,1,0,8.0,2.25,3.5,1.75
14,22,1,13,3,1,3,4,2,2,2,2,3,2,3,3,3,3,3,3,1,12.5,2.75,2.0,3.0
20,10,1,17,4,3,1,4,4,2,2,1,2,4,1,5,1,4,5,5,2,12.0,3.0,2.25,3.75
20,28,0,8,3,3,2,0,1,0,4,3,5,3,0,2,1,3,4,5,0,14.0,2.0,2.0,3.25
10,16,0,14,3,1,3,2,2,2,3,3,2,2,3,3,2,3,3,3,1,10.0,2.25,2.5,2.75
11,23,0,14,2,1,2,4,2,3,3,3,3,2,2,3,3,2,3,3,1,12.0,2.25,2.75,2.75
6,28,0,5,1,2,5,2,2,3,4,5,4,2,5,1,3,2,1,1,0,9.75,2.5,3.5,1.75
12,19,0,9,3,1,2,2,3,3,2,2,2,2,3,2,2,3,2,2,1,10.0,2.0,2.5,2.25
0,27,0,7,1,2,5,1,2,4,4,5,4,1,4,1,3,1,2,1,0,8.5,2.25,3.75,1.75
21,3,1,18,4,3,1,4,4,2,1,1,2,5,1,4,1,5,4,5,2,10.75,3.0,2.0,3.75
1,29,0,7,1,2,5,1,1,4,5,5,5,1,4,1,3,2,1,1,0,9.25,2.25,3.75,1.75
13,23,0,9,3,1,3,4,2,2,2,2,2,2,3,3,2,3,2,2,1,11.25,2.75,2.0,2.25
1,26,0,18,2,3,3,3,1,2,2,4,3,2,1,5,1,1,5,2,1,11.25,2.75,2.25,2.25
8,4,1,27,5,3,2,4,4,4,2,2,5,1,3,0,0,1,0,1,2,10.0,3.5,3.0,0.5
16,15,1,18,4,3,1,3,5,2,1,1,2,3,2,5,1,5,4,4,2,12.5,2.75,2.25,3.5
0,26,0,3,1,2,4,1,1,3,4,4,5,1,5,1,3,2,1,1,0,7.25,2.0,3.0,1.75
1,26,0,3,1,2,5,1,2,3,5,4,5,1,5,1,3,1,2,1,0,7.5,2.25,3.5,1.75
2,23,0,4,3,3,4,1,5,3,2,3,2,2,3,2,0,1,4,4,1,7.25,2.75,3.25,2.25
4,28,0,4,1,2,5,1,2,3,4,5,5,2,5,1,3,1,1,1,0,9.0,2.25,3.5,1.5
10,24,0,12,2,1,2,2,2,3,2,3,3,2,2,2,2,3,2,3,1,11.5,1.75,2.5,2.5
14,3,0,27,3,3,3,4,5,3,1,4,3,5,4,2,1,1,3,2,2,11.0,3.25,3.25,1.75
1,30,0,3,1,2,4,2,2,3,4,5,4,1,4,1,3,2,1,1,0,8.5,2.25,3.5,1.75
4,29,0,4,1,2,5,1,1,4,5,5,5,1,4,1,3,1,2,1,0,9.25,2.25,3.75,1.75
16,1,1,16,3,3,1,3,5,1,1,1,1,5,1,4,1,4,5,5,2,8.5,2.5,2.0,3.75
9,24,0,14,3,1,2,2,3,3,3,3,3,2,3,3,2,2,2,3,1,11.75,2.0,3.0,2.25
0,25,0,4,1,2,4,1,1,4,4,5,4,1,4,1,3,2,2,1,0,7.25,2.0,3.5,2.0
7,25,0,2,1,2,5,2,1,3,4,5,5,2,5,1,3,2,2,1,0,8.5,2.5,3.25,2.0
21,7,1,17,3,3,1,4,3,1,1,1,1,3,1,4,1,4,4,5,2,11.5,2.75,1.5,3.5
18,10,1,18,5,3,1,4,5,1,1,2,2,5,2,4,1,4,5,5,2,11.75,3.25,2.25,3.75
4,28,0,4,1,2,5,2,1,3,5,5,5,2,4,1,3,2,2,1,0,9.0,2.5,3.5,2.0
2,26,0,4,1,2,4,2,1,4,5,4,5,1,4,1,3,2,2,1,0,8.0,2.25,3.5,2.0
20,3,1,22,4,3,1,4,3,1,1,1,1,3,1,5,1,5,5,5,2,11.5,3.0,1.5,4.0
21,1,1,19,5,3,1,3,5,2,2,1,1,3,1,5,1,5,4,4,2,10.5,3.0,2.5,3.5
4,27,0,3,1,2,4,2,1,3,5,4,5,1,5,1,3,1,1,1,0,8.5,2.25,3.25,1.5
21,8,1,26,4,3,1,4,5,2,2,2,1,3,1,4,1,4,5,4,2,14.0,3.0,2.75,3.5
13,15,1,14,3,1,3,4,3,2,3,3,3,2,3,3,2,3,3,2,1,10.75,2.75,2.75,2.5
9,30,1,2,3,3,3,4,4,5,5,0,1,4,3,2,1,1,5,3,0,10.5,3.25,3.5,2.5
20,11,1,26,4,3,1,4,5,2,2,1,2,3,1,5,1,4,4,4,2,14.5,3.0,2.5,3.25
9,19,1,13,3,1,2,4,2,2,2,3,2,3,3,3,2,3,3,3,1,10.5,2.5,2.25,2.75
13,17,1,12,3,1,2,4,2,2,3,3,3,3,3,2,2,2,3,2,1,10.75,2.5,2.5,2.25
19,24,1,10,4,3,2,0,2,5,5,0,3,2,3,3,1,1,0,4,1,13.5,2.25,3.0,1.5
16,14,1,19,4,3,1,3,3,1,1,1,1,3,1,4,1,4,5,4,2,12.5,2.75,1.5,3.5
16,1,1,20,4,3,1,3,5,2,2,2,1,4,1,5,1,4,5,4,2,9.5,2.75,2.75,3.5
18,24,0,2,2,3,0,1,3,5,1,4,2,0,0,3,1,3,2,3,1,11.0,1.5,3.25,2.25
18,3,1,20,3,3,1,5,4,2,2,2,2,5,1,4,1,4,5,4,2,10.5,3.0,2.5,3.5
21,14,1,24,4,3,1,3,5,1,2,1,1,3,2,5,1,5,4,4,2,15.0,2.75,2.25,3.5
1,19,0,5,0,3,3,5,1,2,0,4,4,3,1,0,1,0,3,3,0,6.25,2.75,1.75,1.75
11,20,1,10,3,1,3,2,2,3,2,2,3,2,3,2,3,2,2,2,1,10.5,2.25,2.25,2.25
0,27,0,4,1,2,4,2,2,3,4,5,5,2,4,1,3,1,1,1,0,7.75,2.25,3.5,1.5
10,16,1,14,2,1,2,4,3,3,3,3,2,2,2,3,3,2,2,3,1,10.25,2.25,3.0,2.5
15,11,1,18,3,3,1,4,4,1,2,1,2,5,1,5,1,4,4,4,2,11.25,2.75,2.0,3.25
20,2,1,22,3,3,1,4,5,2,1,2,1,3,1,5,1,4,4,4,2,11.25,2.75,2.5,3.25
7,27,0,7,1,2,4,2,1,4,5,5,4,2,4,1,3,1,1,1,0,10.25,2.25,3.75,1.5
12,17,0,12,2,1,2,4,3,3,2,3,2,2,3,2,3,3,2,2,1,10.25,2.25,2.75,2.5
21,8,1,22,4,3,5,0,5,3,2,2,5,1,4,4,0,3,4,2,0,13.0,3.0,3.0,2.25
15,6,0,9,1,3,3,5,0,4,1,4,1,4,2,1,0,0,2,2,0,7.5,3.0,2.25,1.0
17,5,1,27,3,3,1,5,3,1,2,2,1,4,1,4,1,5,4,4,2,12.5,3.0,2.0,3.5
10,21,1,27,1,3,4,0,0,3,0,0,3,5,3,4,1,0,0,4,1,14.75,2.0,0.75,1.25
7,25,0,8,1,2,5,2,1,3,5,5,5,2,5,1,3,1,2,1,0,10.0,2.5,3.5,1.75
17,15,1,27,3,3,1,3,4,2,2,2,2,5,1,5,1,5,4,4,2,15.0,2.5,2.5,3.5
8,29,0,3,1,2,4,1,2,3,5,4,4,2,5,1,3,1,2,1,0,10.0,2.0,3.5,1.75
17,10,1,27,4,3,1,4,4,1,2,1,1,5,2,4,1,5,5,4,2,13.75,3.0,2.0,3.75
17,13,1,27,4,3,1,3,5,2,2,1,2,3,1,5,1,4,4,4,2,14.5,2.75,2.5,3.25
3,26,0,4,1,2,4,2,2,4,5,5,4,1,4,1,3,2,2,1,0,8.25,2.25,4.0,2.0
13,22,1,9,2,1,2,2,3,3,2,2,2,2,2,3,3,2,2,2,1,11.25,1.75,2.5,2.25
16,7,1,5,3,3,5,2,5,0,2,0,4,1,1,1,1,2,4,0,0,7.25,3.25,1.75,1.75
6,21,0,16,1,3,5,5,5,1,0,1,4,4,1,5,1,0,1,1,1,10.75,3.5,1.75,0.75
13,22,1,12,3,1,2,4,3,3,3,3,3,3,2,3,3,3,2,2,1,12.0,2.5,3.0,2.5
18,7,1,15,4,3,1,4,5,2,1,2,2,3,2,4,1,4,5,4,2,10.25,3.0,2.5,3.5
21,1,1,22,3,3,1,5,3,1,2,1,1,4,2,4,1,4,5,5,2,11.25,3.0,1.75,3.75
11,24,0,11,3,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,11.5,2.0,2.5,2.0
13,25,1,13,3,1,3,2,2,2,3,3,2,3,2,2,3,3,3,3,1,13.0,2.25,2.5,3.0
0,26,0,1,1,2,5,2,1,4,4,5,5,2,4,1,3,2,2,1,0,6.75,2.5,3.5,2.0
9,12,0,8,0,3,0,0,0,1,3,4,0,1,1,1,1,3,4,3,2,7.25,0.75,2.0,2.75
5,26,0,3,1,2,4,1,2,3,4,5,4,2,5,1,3,2,2,1,0,8.5,2.0,3.5,2.0
1,2,0,10,1,3,3,0,3,4,5,0,4,1,0,4,1,3,5,1,2,3.25,1.75,3.0,2.5
6,28,0,8,1,2,5,2,2,4,4,4,5,1,4,1,3,2,1,1,0,10.5,2.5,3.5,1.75
7,25,0,8,1,2,5,2,2,3,4,4,4,2,4,1,3,2,2,1,0,10.0,2.5,3.25,2.0
20,5,1,20,3,3,1,5,4,2,1,1,2,3,2,4,1,5,4,5,2,11.5,3.0,2.0,3.75
20,13,1,18,4,3,1,5,4,1,1,2,1,4,2,4,1,4,5,5,2,13.0,3.25,2.0,3.75
17,13,1,17,5,3,1,3,5,2,1,1,2,5,2,5,1,5,4,4,2,12.0,3.0,2.25,3.5
18,8,1,25,3,3,1,5,3,1,2,2,1,5,2,5,1,5,5,4,2,13.0,3.0,2.0,3.75
5,23,0,19,1,3,5,5,2,0,0,3,2,5,4,2,1,3,2,3,2,11.75,3.5,1.25,2.25
5,30,0,1,1,2,4,1,2,3,5,4,5,1,4,1,3,1,1,1,0,9.0,2.0,3.5,1.5
4,26,0,6,1,2,4,1,1,4,4,4,5,1,4,1,3,2,2,1,0,9.0,2.0,3.25,2.0
6,30,0,5,1,2,5,1,1,4,5,5,5,2,4,1,3,2,2,1,0,10.25,2.25,3.75,2.0
8,30,0,8,1,2,5,2,1,3,4,5,5,1,4,1,3,2,1,1,0,11.5,2.5,3.25,1.75
17,12,1,25,4,3,1,3,4,2,1,1,1,3,1,4,1,4,4,5,2,13.75,2.75,2.0,3.5
7,26,0,7,1,2,5,1,2,4,4,5,4,1,4,1,3,1,1,1,0,10.0,2.25,3.75,1.5
18,1,1,16,3,3,1,5,3,2,2,1,1,5,1,5,1,4,4,4,2,9.0,3.0,2.0,3.25
1,26,0,3,1,2,4,1,2,4,5,4,5,2,5,1,3,2,1,1,0,7.5,2.0,3.75,1.75
6,26,0,21,3,3,1,1,4,5,0,4,5,3,3,3,1,3,5,5,2,13.25,2.0,3.25,3.5
21,11,1,16,5,3,1,3,3,1,1,1,2,5,1,4,1,4,5,5,2,12.25,3.0,1.5,3.75
8,29,0,7,1,2,5,1,1,3,4,5,4,2,4,1,3,2,1,1,0,11.0,2.25,3.25,1.75
20,11,1,27,4,3,1,5,4,2,2,1,2,4,2,4,1,4,5,4,2,14.75,3.25,2.25,3.5
14,17,0,13,3,1,2,4,3,2,3,2,3,3,2,3,2,3,2,3,1,11.0,2.5,2.5,2.5
20,13,1,21,3,3,1,4,3,2,2,1,2,5,2,5,1,4,4,5,2,13.75,2.75,2.0,3.5
3,27,0,7,1,2,5,2,1,4,5,4,4,2,5,1,3,1,1,1,0,9.25,2.5,3.5,1.5
14,17,0,11,3,1,3,2,3,3,2,3,3,2,3,3,3,2,2,3,1,10.5,2.25,2.75,2.5
6,27,0,1,1,2,5,1,2,4,5,4,5,1,5,1,3,1,1,1,0,8.5,2.25,3.75,1.5
2,25,0,1,1,2,4,1,2,4,5,4,5,1,5,1,3,2,1,1,0,7.0,2.0,3.75,1.75
4,28,0,7,1,2,5,2,2,4,4,5,5,1,5,1,3,2,1,1,0,9.75,2.5,3.75,1.75
13,17,0,14,3,1,3,2,2,2,3,2,2,3,3,3,2,2,3,3,1,11.0,2.25,2.25,2.5
6,30,0,4,1,2,5,2,1,3,4,4,5,1,4,1,3,2,1,1,0,10.0,2.5,3.0,1.75
6,29,0,5,1,2,5,2,2,3,4,5,4,2,5,1,3,2,1,1,0,10.0,2.5,3.5,1.75
13,19,1,13,3,1,2,2,2,3,2,2,3,3,3,2,3,2,3,3,1,11.5,2.0,2.25,2.75
9,22,1,13,2,1,3,2,2,2,3,3,2,2,2,2,2,3,2,2,1,11.25,2.0,2.5,2.25
14,24,1,10,2,1,2,4,3,3,2,2,3,2,3,3,3,3,3,3,1,12.25,2.25,2.5,3.0
21,0,1,13,0,3,5,5,5,4,3,2,2,0,0,4,0,1,4,1,0,8.75,3.25,3.5,1.5
7,30,0,3,1,2,4,2,1,3,4,4,4,2,5,1,3,2,2,1,0,10.0,2.25,3.0,2.0
0,27,0,5,1,2,5,1,1,4,5,4,5,1,4,1,3,1,2,1,0,8.0,2.25,3.5,1.75
3,17,0,18,3,3,3,0,0,3,1,2,0,1,4,0,1,1,2,2,0,9.5,2.25,1.5,1.5
16,15,1,21,5,3,1,3,3,1,2,1,1,4,1,5,1,5,5,5,2,13.25,3.0,1.75,4.0
0,27,0,3,1,2,4,2,1,3,5,4,5,1,4,1,3,2,2,1,0,7.5,2.25,3.25,2.0
12,25,0,27,1,3,4,0,2,5,5,4,0,3,1,1,1,3,5,0,2,16.0,2.0,4.0,2.25
2,18,1,13,2,3,3,0,0,5,1,5,5,0,2,5,0,2,1,2,0,8.5,2.0,2.75,1.25
14,19,1,10,2,1,2,4,3,2,3,3,2,2,2,2,2,2,3,3,1,11.0,2.25,2.75,2.5
14,18,0,12,3,1,2,4,3,3,2,3,3,2,2,3,3,2,3,2,1,11.0,2.5,2.75,2.5
16,15,1,23,3,3,1,4,3,2,2,2,1,3,2,4,1,4,4,4,2,13.75,2.75,2.25,3.25
6,26,0,8,1,2,5,1,2,3,4,4,4,1,4,1,3,2,2,1,0,10.0,2.25,3.25,2.0
6,26,0,2,1,2,4,1,1,3,5,5,4,2,4,1,3,2,2,1,0,8.5,2.0,3.5,2.0
8,30,0,7,1,2,4,2,2,4,5,5,4,2,4,1,3,1,1,1,0,11.25,2.25,4.0,1.5
0,27,0,1,1,2,4,1,2,4,4,5,5,2,5,1,3,1,2,1,0,7.0,2.0,3.75,1.75
9,24,1,10,3,1,2,2,2,2,3,2,3,2,2,2,2,3,3,3,1,11.0,2.0,2.25,2.75
15,15,0,6,5,3,3,5,3,2,1,2,2,0,4,3,1,3,5,3,1,9.0,4.0,2.0,3.0
7,11,0,9,3,3,2,5,3,0,2,1,2,2,4,2,0,3,1,3,0,6.75,3.25,1.5,1.75
9,24,1,14,2,1,3,4,2,2,2,2,3,2,2,2,2,3,2,3,1,12.0,2.5,2.0,2.5
18,16,1,11,4,3,0,2,3,0,3,5,3,2,1,4,0,2,3,0,2,11.5,2.25,2.75,1.25
19,13,1,21,5,3,1,4,4,2,1,1,2,5,2,5,1,4,5,4,2,13.5,3.25,2.0,3.5
11,17,0,13,3,1,2,4,2,3,3,3,3,2,3,3,3,2,2,2,1,10.25,2.5,2.75,2.25
19,0,1,15,5,3,1,4,4,2,1,2,2,5,1,5,1,5,4,5,2,8.75,3.25,2.25,3.75
